Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[193]    0.0    0.00    0.00       3         std::allocator<long>::~allocator() [193]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<long>::~new_allocator() [191]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<long>::allocator(std::allocator<long> const&) [198]
[194]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<long>::new_allocator(__gnu_cxx::new_allocator<long> const&) [194]
-----------------------------------------------
                0.00    0.00       1/2           __gnu_cxx::new_allocator<long>::max_size() const [207]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<long>::allocate(unsigned long, void const*) [205]
[195]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<long>::_M_max_size() const [195]
-----------------------------------------------
                0.00    0.00       2/2           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [232]
[196]    0.0    0.00    0.00       2         std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [196]
-----------------------------------------------
                0.00    0.00       1/2           compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
                0.00    0.00       1/2           std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [229]
[197]    0.0    0.00    0.00       2         std::chrono::duration<double, std::ratio<1l, 1l> >::count() const [197]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<long, std::allocator<long> >::_S_check_init_len(unsigned long, std::allocator<long> const&) [237]
                0.00    0.00       1/2           std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [213]
[198]    0.0    0.00    0.00       2         std::allocator<long>::allocator(std::allocator<long> const&) [198]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<long>::new_allocator(__gnu_cxx::new_allocator<long> const&) [194]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<long, std::allocator<long> >::~vector() [240]
                0.00    0.00       1/2           std::vector<long, std::allocator<long> >::_M_fill_initialize(unsigned long, long const&) [238]
[199]    0.0    0.00    0.00       2         std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() [199]
-----------------------------------------------
                0.00    0.00       1/2           long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [251]
                0.00    0.00       1/2           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [250]
[200]    0.0    0.00    0.00       2         std::__size_to_integer(unsigned long) [200]
-----------------------------------------------
                0.00    0.00       1/1           compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
[201]    0.0    0.00    0.00       1         standard_deviation(std::vector<double, std::allocator<double> > const&, double) [201]
                0.00    0.00       8/8           std::vector<double, std::allocator<double> >::operator[](unsigned long) const [190]
                0.00    0.00       2/163         std::vector<double, std::allocator<double> >::size() const [104]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [259]
[202]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [202]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z11fill_matrixRSt6vectorIlSaIlEEid [258]
[203]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [203]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<long> >::deallocate(std::allocator<long>&, long*, unsigned long) [220]
[204]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<long>::deallocate(long*, unsigned long) [204]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<long> >::allocate(std::allocator<long>&, unsigned long) [221]
[205]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<long>::allocate(unsigned long, void const*) [205]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<long>::_M_max_size() const [195]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<long>::allocator() [208]
[206]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<long>::new_allocator() [206]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<long> >::max_size(std::allocator<long> const&) [222]
[207]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<long>::max_size() const [207]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<long>::_M_max_size() const [195]
-----------------------------------------------
                0.00    0.00       1/1           compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
[208]    0.0    0.00    0.00       1         std::allocator<long>::allocator() [208]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<long>::new_allocator() [206]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<long*>(long*, long*) [252]
[209]    0.0    0.00    0.00       1         void std::_Destroy_aux<true>::__destroy<long*>(long*, long*) [209]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [211]
[210]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [210]
                0.00    0.00       1/81          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [122]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [235]
[211]    0.0    0.00    0.00       1         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [211]
                0.00    0.00       1/41          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [147]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [210]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_create_storage(unsigned long) [216]
[212]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned long) [212]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<long> >::allocate(std::allocator<long>&, unsigned long) [221]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned long, std::allocator<long> const&) [218]
[213]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [213]
                0.00    0.00       1/2           std::allocator<long>::allocator(std::allocator<long> const&) [198]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_impl_data::_Vector_impl_data() [217]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [219]
[214]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_Vector_impl::~_Vector_impl() [214]
                0.00    0.00       1/3           std::allocator<long>::~allocator() [193]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [219]
[215]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned long) [215]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<long> >::deallocate(std::allocator<long>&, long*, unsigned long) [220]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned long, std::allocator<long> const&) [218]
[216]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_M_create_storage(unsigned long) [216]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned long) [212]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [213]
[217]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_Vector_impl_data::_Vector_impl_data() [217]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::vector(unsigned long, long const&, std::allocator<long> const&) [239]
[218]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned long, std::allocator<long> const&) [218]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [213]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_create_storage(unsigned long) [216]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::~vector() [240]
[219]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [219]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_impl::~_Vector_impl() [214]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned long) [215]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned long) [215]
[220]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<long> >::deallocate(std::allocator<long>&, long*, unsigned long) [220]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<long>::deallocate(long*, unsigned long) [204]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned long) [212]
[221]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<long> >::allocate(std::allocator<long>&, unsigned long) [221]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<long>::allocate(unsigned long, void const*) [205]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_S_max_size(std::allocator<long> const&) [236]
[222]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<long> >::max_size(std::allocator<long> const&) [222]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<long>::max_size() const [207]
-----------------------------------------------
                0.00    0.00       1/1           double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [246]
[223]    0.0    0.00    0.00       1         double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [223]
                0.00    0.00       1/1           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [250]
-----------------------------------------------
                0.00    0.00       1/1           long* std::uninitialized_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [247]
[224]    0.0    0.00    0.00       1         long* std::__uninitialized_fill_n<true>::__uninit_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [224]
                0.00    0.00       1/1           long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [251]
-----------------------------------------------
                0.00    0.00       1/1           std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [226]
[225]    0.0    0.00    0.00       1         std::uniform_int_distribution<int>::param_type::param_type(int, int) [225]
-----------------------------------------------
                0.00    0.00       1/1           compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
[226]    0.0    0.00    0.00       1         std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [226]
                0.00    0.00       1/1           std::uniform_int_distribution<int>::param_type::param_type(int, int) [225]
-----------------------------------------------
                0.00    0.00       1/1           std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [229]
[227]    0.0    0.00    0.00       1         std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1l> > >::value, std::chrono::duration<double, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [227]
                0.00    0.00       1/1           std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [228]
-----------------------------------------------
                0.00    0.00       1/1           std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1l> > >::value, std::chrono::duration<double, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [227]
[228]    0.0    0.00    0.00       1         std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [228]
                0.00    0.00       1/3           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [192]
                0.00    0.00       1/1           std::chrono::duration<double, std::ratio<1l, 1l> >::duration<double, void>(double const&) [230]
-----------------------------------------------
                0.00    0.00       1/1           compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
[229]    0.0    0.00    0.00       1         std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [229]
                0.00    0.00       1/1           std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1l> > >::value, std::chrono::duration<double, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [227]
                0.00    0.00       1/2           std::chrono::duration<double, std::ratio<1l, 1l> >::count() const [197]
-----------------------------------------------
                0.00    0.00       1/1           std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [228]
[230]    0.0    0.00    0.00       1         std::chrono::duration<double, std::ratio<1l, 1l> >::duration<double, void>(double const&) [230]
-----------------------------------------------
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [233]
[231]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [231]
-----------------------------------------------
                0.00    0.00       1/1           compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
[232]    0.0    0.00    0.00       1         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [232]
                0.00    0.00       2/2           std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [196]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [233]
-----------------------------------------------
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [232]
[233]    0.0    0.00    0.00       1         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [233]
                0.00    0.00       2/3           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [192]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [231]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [235]
[234]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [234]
                0.00    0.00       1/202         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [102]
                0.00    0.00       1/1           double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [248]
-----------------------------------------------
                0.00    0.00       1/1           compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
[235]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [235]
                0.00    0.00       1/41          std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [148]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [211]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [234]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_S_check_init_len(unsigned long, std::allocator<long> const&) [237]
[236]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::_S_max_size(std::allocator<long> const&) [236]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<long> >::max_size(std::allocator<long> const&) [222]
                0.00    0.00       1/82          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [115]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::vector(unsigned long, long const&, std::allocator<long> const&) [239]
[237]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::_S_check_init_len(unsigned long, std::allocator<long> const&) [237]
                0.00    0.00       1/2           std::allocator<long>::allocator(std::allocator<long> const&) [198]
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_S_max_size(std::allocator<long> const&) [236]
                0.00    0.00       1/3           std::allocator<long>::~allocator() [193]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::vector(unsigned long, long const&, std::allocator<long> const&) [239]
[238]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::_M_fill_initialize(unsigned long, long const&) [238]
                0.00    0.00       1/2           std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() [199]
                0.00    0.00       1/1           long* std::__uninitialized_fill_n_a<long*, unsigned long, long, long>(long*, unsigned long, long const&, std::allocator<long>&) [249]
-----------------------------------------------
                0.00    0.00       1/1           compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
[239]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::vector(unsigned long, long const&, std::allocator<long> const&) [239]
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_S_check_init_len(unsigned long, std::allocator<long> const&) [237]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned long, std::allocator<long> const&) [218]
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_M_fill_initialize(unsigned long, long const&) [238]
-----------------------------------------------
                0.00    0.00       1/1           compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
[240]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::~vector() [240]
                0.00    0.00       1/2           std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() [199]
                0.00    0.00       1/1           void std::_Destroy<long*, long>(long*, long*, std::allocator<long>&) [253]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [219]
-----------------------------------------------
                0.00    0.00       1/1           compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
[241]    0.0    0.00    0.00       1         std::ios_base::precision(long) [241]
-----------------------------------------------
                0.00    0.00       1/1           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [250]
[242]    0.0    0.00    0.00       1         double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [242]
                0.00    0.00       1/1           void std::__fill_a<double*, double>(double*, double*, double const&) [254]
-----------------------------------------------
                0.00    0.00       1/1           long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [251]
[243]    0.0    0.00    0.00       1         long* std::__fill_n_a<long*, unsigned long, long>(long*, unsigned long, long const&, std::random_access_iterator_tag) [243]
                0.00    0.00       1/1           void std::__fill_a<long*, long>(long*, long*, long const&) [255]
-----------------------------------------------
                0.00    0.00       1/1           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [250]
[244]    0.0    0.00    0.00       1         std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [244]
-----------------------------------------------
                0.00    0.00       1/1           long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [251]
[245]    0.0    0.00    0.00       1         std::iterator_traits<long*>::iterator_category std::__iterator_category<long*>(long* const&) [245]
-----------------------------------------------
                0.00    0.00       1/1           double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [248]
[246]    0.0    0.00    0.00       1         double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [246]
                0.00    0.00       1/1           double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [223]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__uninitialized_fill_n_a<long*, unsigned long, long, long>(long*, unsigned long, long const&, std::allocator<long>&) [249]
[247]    0.0    0.00    0.00       1         long* std::uninitialized_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [247]
                0.00    0.00       1/1           long* std::__uninitialized_fill_n<true>::__uninit_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [224]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [234]
[248]    0.0    0.00    0.00       1         double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [248]
                0.00    0.00       1/1           double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [246]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_M_fill_initialize(unsigned long, long const&) [238]
[249]    0.0    0.00    0.00       1         long* std::__uninitialized_fill_n_a<long*, unsigned long, long, long>(long*, unsigned long, long const&, std::allocator<long>&) [249]
                0.00    0.00       1/1           long* std::uninitialized_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [247]
-----------------------------------------------
                0.00    0.00       1/1           double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [223]
[250]    0.0    0.00    0.00       1         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [250]
                0.00    0.00       1/2           std::__size_to_integer(unsigned long) [200]
                0.00    0.00       1/1           std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [244]
                0.00    0.00       1/1           double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [242]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__uninitialized_fill_n<true>::__uninit_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [224]
[251]    0.0    0.00    0.00       1         long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [251]
                0.00    0.00       1/2           std::__size_to_integer(unsigned long) [200]
                0.00    0.00       1/1           std::iterator_traits<long*>::iterator_category std::__iterator_category<long*>(long* const&) [245]
                0.00    0.00       1/1           long* std::__fill_n_a<long*, unsigned long, long>(long*, unsigned long, long const&, std::random_access_iterator_tag) [243]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<long*, long>(long*, long*, std::allocator<long>&) [253]
[252]    0.0    0.00    0.00       1         void std::_Destroy<long*>(long*, long*) [252]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<long*>(long*, long*) [209]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::~vector() [240]
[253]    0.0    0.00    0.00       1         void std::_Destroy<long*, long>(long*, long*, std::allocator<long>&) [253]
                0.00    0.00       1/1           void std::_Destroy<long*>(long*, long*) [252]
-----------------------------------------------
                0.00    0.00       1/1           double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [242]
[254]    0.0    0.00    0.00       1         void std::__fill_a<double*, double>(double*, double*, double const&) [254]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [256]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__fill_n_a<long*, unsigned long, long>(long*, unsigned long, long const&, std::random_access_iterator_tag) [243]
[255]    0.0    0.00    0.00       1         void std::__fill_a<long*, long>(long*, long*, long const&) [255]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_scalar<long>::__value, void>::__type std::__fill_a1<long*, long>(long*, long*, long const&) [257]
-----------------------------------------------
                0.00    0.00       1/1           void std::__fill_a<double*, double>(double*, double*, double const&) [254]
[256]    0.0    0.00    0.00       1         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [256]
-----------------------------------------------
                0.00    0.00       1/1           void std::__fill_a<long*, long>(long*, long*, long const&) [255]
[257]    0.0    0.00    0.00       1         __gnu_cxx::__enable_if<std::__is_scalar<long>::__value, void>::__type std::__fill_a1<long*, long>(long*, long*, long const&) [257]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

